game_date,start_et,visitor_team,home_team,visitor_pts,home_pts
2025-12-18,8:00p,Los Angeles Clippers,Oklahoma City Thunder,101,122
2025-12-18,8:00p,Washington Wizards,San Antonio Spurs,94,119
2025-12-18,8:30p,Detroit Pistons,Dallas Mavericks,114,116
2025-12-18,9:00p,Orlando Magic,Denver Nuggets,115,126
2025-12-18,9:00p,Golden State Warriors,Phoenix Suns,98,99
2025-12-18,9:00p,Los Angeles Lakers,Utah Jazz,143,135
2025-12-18,10:00p,Sacramento Kings,Portland Trail Blazers,133,134
2025-12-19,7:00p,Miami Heat,Boston Celtics,116,129
2025-12-19,7:00p,Philadelphia 76ers,New York Knicks,116,107
2025-12-19,7:30p,San Antonio Spurs,Atlanta Hawks,126,98
2025-12-19,7:30p,Chicago Bulls,Cleveland Cavaliers,136,125
2025-12-19,9:30p,Oklahoma City Thunder,Minnesota Timberwolves,107,112
2025-12-20,5:00p,Houston Rockets,Denver Nuggets,115,101
2025-12-20,7:00p,Indiana Pacers,New Orleans Pelicans,109,128
2025-12-20,7:00p,Dallas Mavericks,Philadelphia 76ers,114,121
2025-12-20,7:00p,Boston Celtics,Toronto Raptors,112,96
2025-12-20,7:30p,Charlotte Hornets,Detroit Pistons,86,112
2025-12-20,8:00p,Washington Wizards,Memphis Grizzlies,130,122
2025-12-20,8:30p,Phoenix Suns,Golden State Warriors,116,119
2025-12-20,9:30p,Orlando Magic,Utah Jazz,128,127
2025-12-20,10:00p,Portland Trail Blazers,Sacramento Kings,98,93
2025-12-20,10:30p,Los Angeles Lakers,Los Angeles Clippers,88,103
2025-12-21,3:30p,Chicago Bulls,Atlanta Hawks,152,150
2025-12-21,6:00p,Toronto Raptors,Brooklyn Nets,81,96
2025-12-21,6:00p,Miami Heat,New York Knicks,125,132
2025-12-21,7:00p,Milwaukee Bucks,Minnesota Timberwolves,100,103
2025-12-21,7:00p,San Antonio Spurs,Washington Wizards,124,113
2025-12-21,10:00p,Houston Rockets,Sacramento Kings,124,125
2025-12-22,7:00p,Charlotte Hornets,Cleveland Cavaliers,132,139
2025-12-22,7:30p,Indiana Pacers,Boston Celtics,95,103
2025-12-22,8:00p,Dallas Mavericks,New Orleans Pelicans,113,119
2025-12-22,9:00p,Utah Jazz,Denver Nuggets,112,135
2025-12-22,9:30p,Memphis Grizzlies,Oklahoma City Thunder,103,119
2025-12-22,10:00p,Orlando Magic,Golden State Warriors,97,120
2025-12-22,10:00p,Detroit Pistons,Portland Trail Blazers,110,102
2025-12-23,7:00p,Washington Wizards,Charlotte Hornets,109,126
2025-12-23,7:00p,Brooklyn Nets,Philadelphia 76ers,114,106
2025-12-23,7:30p,Chicago Bulls,Atlanta Hawks,126,123
2025-12-23,7:30p,New Orleans Pelicans,Cleveland Cavaliers,118,141
2025-12-23,7:30p,Milwaukee Bucks,Indiana Pacers,111,94
2025-12-23,7:30p,Toronto Raptors,Miami Heat,112,91
2025-12-23,8:00p,Denver Nuggets,Dallas Mavericks,130,131
2025-12-23,8:00p,New York Knicks,Minnesota Timberwolves,104,115
2025-12-23,8:30p,Oklahoma City Thunder,San Antonio Spurs,110,130
2025-12-23,9:00p,Los Angeles Lakers,Phoenix Suns,108,132
2025-12-23,9:00p,Memphis Grizzlies,Utah Jazz,137,128
2025-12-23,10:00p,Orlando Magic,Portland Trail Blazers,110,106
2025-12-23,10:00p,Detroit Pistons,Sacramento Kings,136,127
2025-12-23,10:30p,Houston Rockets,Los Angeles Clippers,108,128
2025-12-25,12:00p,Cleveland Cavaliers,New York Knicks,124,126
2025-12-25,2:30p,San Antonio Spurs,Oklahoma City Thunder,117,102
2025-12-25,5:00p,Dallas Mavericks,Golden State Warriors,116,126
2025-12-25,8:00p,Houston Rockets,Los Angeles Lakers,119,96
2025-12-25,10:30p,Minnesota Timberwolves,Denver Nuggets,138,142
2025-12-26,7:00p,Miami Heat,Atlanta Hawks,126,111
2025-12-26,7:00p,Boston Celtics,Indiana Pacers,140,122
2025-12-26,7:00p,Charlotte Hornets,Orlando Magic,120,105
2025-12-26,7:00p,Toronto Raptors,Washington Wizards,117,138
2025-12-26,7:30p,Philadelphia 76ers,Chicago Bulls,102,109
2025-12-26,8:00p,Milwaukee Bucks,Memphis Grizzlies,104,125
2025-12-26,8:00p,Phoenix Suns,New Orleans Pelicans,115,108
2025-12-26,9:30p,Detroit Pistons,Utah Jazz,129,131
2025-12-26,10:00p,Los Angeles Clippers,Portland Trail Blazers,119,103
2025-12-27,5:00p,Dallas Mavericks,Sacramento Kings,107,113
2025-12-27,7:00p,Phoenix Suns,New Orleans Pelicans,123,114
2025-12-27,7:00p,Denver Nuggets,Orlando Magic,126,127
2025-12-27,8:00p,New York Knicks,Atlanta Hawks,128,125
2025-12-27,8:00p,Milwaukee Bucks,Chicago Bulls,112,103
2025-12-27,8:00p,Cleveland Cavaliers,Houston Rockets,100,117
2025-12-27,8:00p,Indiana Pacers,Miami Heat,116,142
2025-12-27,8:00p,Brooklyn Nets,Minnesota Timberwolves,123,107
2025-12-27,8:00p,Utah Jazz,San Antonio Spurs,127,114
2025-12-28,3:30p,Philadelphia 76ers,Oklahoma City Thunder,104,129
2025-12-28,3:30p,Golden State Warriors,Toronto Raptors,127,141
2025-12-28,6:00p,Boston Celtics,Portland Trail Blazers,108,114
2025-12-28,6:00p,Memphis Grizzlies,Washington Wizards,112,116
2025-12-28,9:00p,Detroit Pistons,Los Angeles Clippers,99,112
2025-12-28,9:30p,Sacramento Kings,Los Angeles Lakers,101,125
2025-12-29,7:00p,Milwaukee Bucks,Charlotte Hornets,123,113
2025-12-29,7:00p,Phoenix Suns,Washington Wizards,115,101
2025-12-29,7:30p,Golden State Warriors,Brooklyn Nets,120,107
2025-12-29,7:30p,Denver Nuggets,Miami Heat,123,147
2025-12-29,7:30p,Orlando Magic,Toronto Raptors,106,107
2025-12-29,8:00p,Minnesota Timberwolves,Chicago Bulls,136,101
2025-12-29,8:00p,Indiana Pacers,Houston Rockets,119,126
2025-12-29,8:00p,New York Knicks,New Orleans Pelicans,130,125
2025-12-29,8:00p,Atlanta Hawks,Oklahoma City Thunder,129,140
2025-12-29,8:00p,Cleveland Cavaliers,San Antonio Spurs,113,101
2025-12-29,10:30p,Dallas Mavericks,Portland Trail Blazers,122,125
2025-12-30,8:00p,Philadelphia 76ers,Memphis Grizzlies,139,136
2025-12-30,9:00p,Boston Celtics,Utah Jazz,129,119
2025-12-30,10:30p,Detroit Pistons,Los Angeles Lakers,128,106
2025-12-30,11:00p,Sacramento Kings,Los Angeles Clippers,90,131
2025-12-31,1:00p,Golden State Warriors,Charlotte Hornets,132,125
2025-12-31,3:00p,Minnesota Timberwolves,Atlanta Hawks,102,126
2025-12-31,3:00p,Orlando Magic,Indiana Pacers,112,110
2025-12-31,3:30p,Phoenix Suns,Cleveland Cavaliers,113,129
2025-12-31,7:00p,New Orleans Pelicans,Chicago Bulls,118,134
2025-12-31,7:00p,New York Knicks,San Antonio Spurs,132,134
2025-12-31,7:30p,Denver Nuggets,Toronto Raptors,106,103
2025-12-31,8:00p,Washington Wizards,Milwaukee Bucks,114,113
2025-12-31,8:00p,Portland Trail Blazers,Oklahoma City Thunder,95,124
2026-01-01,6:00p,Houston Rockets,Brooklyn Nets,120,96
2026-01-01,7:00p,Miami Heat,Detroit Pistons,118,112
2026-01-01,8:30p,Philadelphia 76ers,Dallas Mavericks,123,108
2026-01-01,10:00p,Boston Celtics,Sacramento Kings,120,106
2026-01-01,10:30p,Utah Jazz,Los Angeles Clippers,101,118
2026-01-02,7:00p,San Antonio Spurs,Indiana Pacers,123,113
2026-01-02,7:00p,Brooklyn Nets,Washington Wizards,99,119
2026-01-02,7:30p,Denver Nuggets,Cleveland Cavaliers,108,113
2026-01-02,7:30p,Atlanta Hawks,New York Knicks,111,99
2026-01-02,8:00p,Orlando Magic,Chicago Bulls,114,121
2026-01-02,8:00p,Charlotte Hornets,Milwaukee Bucks,121,122
2026-01-02,8:00p,Portland Trail Blazers,New Orleans Pelicans,122,109
2026-01-02,9:00p,Sacramento Kings,Phoenix Suns,102,129
2026-01-02,10:00p,Oklahoma City Thunder,Golden State Warriors,131,94
2026-01-02,10:30p,Memphis Grizzlies,Los Angeles Lakers,121,128
2026-01-03,5:00p,Minnesota Timberwolves,Miami Heat,125,115
2026-01-03,7:30p,Philadelphia 76ers,New York Knicks,130,119
2026-01-03,7:30p,Atlanta Hawks,Toronto Raptors,117,134
2026-01-03,8:00p,Charlotte Hornets,Chicago Bulls,112,99
2026-01-03,8:00p,Portland Trail Blazers,San Antonio Spurs,115,110
2026-01-03,8:30p,Houston Rockets,Dallas Mavericks,104,110
2026-01-03,10:00p,Utah Jazz,Golden State Warriors,114,123
2026-01-03,10:30p,Boston Celtics,Los Angeles Clippers,146,115
2026-01-04,2:00p,Detroit Pistons,Cleveland Cavaliers,114,110
2026-01-04,3:00p,Indiana Pacers,Orlando Magic,127,135
2026-01-04,3:30p,Denver Nuggets,Brooklyn Nets,115,127
2026-01-04,6:00p,New Orleans Pelicans,Miami Heat,106,125
2026-01-04,6:00p,Minnesota Timberwolves,Washington Wizards,141,115
2026-01-04,8:00p,Oklahoma City Thunder,Phoenix Suns,105,108
2026-01-04,9:00p,Milwaukee Bucks,Sacramento Kings,115,98
2026-01-04,9:30p,Memphis Grizzlies,Los Angeles Lakers,114,120
2026-01-05,7:00p,New York Knicks,Detroit Pistons,90,121
2026-01-05,7:30p,Chicago Bulls,Boston Celtics,101,115
2026-01-05,7:30p,Atlanta Hawks,Toronto Raptors,100,118
2026-01-05,8:00p,Phoenix Suns,Houston Rockets,97,100
2026-01-05,8:00p,Charlotte Hornets,Oklahoma City Thunder,124,97
2026-01-05,8:30p,Denver Nuggets,Philadelphia 76ers,125,124
2026-01-05,10:00p,Golden State Warriors,Los Angeles Clippers,102,103
2026-01-05,10:00p,Utah Jazz,Portland Trail Blazers,117,137
2026-01-06,7:00p,Cleveland Cavaliers,Indiana Pacers,120,116
2026-01-06,7:00p,Orlando Magic,Washington Wizards,112,120
2026-01-06,8:00p,San Antonio Spurs,Memphis Grizzlies,105,106
2026-01-06,8:00p,Miami Heat,Minnesota Timberwolves,94,122
2026-01-06,8:00p,Los Angeles Lakers,New Orleans Pelicans,111,103
2026-01-06,11:00p,Dallas Mavericks,Sacramento Kings,100,98
2026-01-07,7:00p,Denver Nuggets,Boston Celtics,114,110
2026-01-07,7:00p,Toronto Raptors,Charlotte Hornets,97,96
2026-01-07,7:00p,Chicago Bulls,Detroit Pistons,93,108
2026-01-07,7:00p,Washington Wizards,Philadelphia 76ers,110,131
2026-01-07,7:30p,New Orleans Pelicans,Atlanta Hawks,100,117
2026-01-07,7:30p,Orlando Magic,Brooklyn Nets,104,103
2026-01-07,7:30p,Los Angeles Clippers,New York Knicks,111,123
2026-01-07,8:00p,Phoenix Suns,Memphis Grizzlies,117,98
2026-01-07,8:00p,Utah Jazz,Oklahoma City Thunder,125,129
2026-01-07,9:30p,Los Angeles Lakers,San Antonio Spurs,91,107
2026-01-07,10:00p,Milwaukee Bucks,Golden State Warriors,113,120
2026-01-07,10:00p,Houston Rockets,Portland Trail Blazers,102,103
2026-01-08,7:00p,Indiana Pacers,Charlotte Hornets,114,112
2026-01-08,8:00p,Cleveland Cavaliers,Minnesota Timberwolves,122,131
2026-01-08,9:00p,Dallas Mavericks,Utah Jazz,114,116
2026-01-09,7:00p,Toronto Raptors,Boston Celtics,117,125
2026-01-09,7:00p,Philadelphia 76ers,Orlando Magic,103,91
2026-01-09,7:00p,New Orleans Pelicans,Washington Wizards,128,107
2026-01-09,7:30p,Los Angeles Clippers,Brooklyn Nets,121,105
2026-01-09,8:00p,Oklahoma City Thunder,Memphis Grizzlies,117,116
2026-01-09,9:00p,Atlanta Hawks,Denver Nuggets,110,87
2026-01-09,9:00p,New York Knicks,Phoenix Suns,107,112
2026-01-09,10:00p,Sacramento Kings,Golden State Warriors,103,137
2026-01-09,10:00p,Houston Rockets,Portland Trail Blazers,105,111
2026-01-09,10:30p,Milwaukee Bucks,Los Angeles Lakers,105,101
2026-01-10,1:00p,Minnesota Timberwolves,Cleveland Cavaliers,134,146
2026-01-10,7:00p,Miami Heat,Indiana Pacers,99,123
2026-01-10,7:30p,Los Angeles Clippers,Detroit Pistons,98,92
2026-01-10,8:00p,San Antonio Spurs,Boston Celtics,100,95
2026-01-10,8:00p,Dallas Mavericks,Chicago Bulls,107,125
2026-01-10,9:30p,Charlotte Hornets,Utah Jazz,150,95
2026-01-11,3:00p,New Orleans Pelicans,Orlando Magic,118,128
2026-01-11,3:30p,Brooklyn Nets,Memphis Grizzlies,98,103
2026-01-11,6:00p,New York Knicks,Portland Trail Blazers,123,114
2026-01-11,6:00p,Philadelphia 76ers,Toronto Raptors,115,116
2026-01-11,7:00p,San Antonio Spurs,Minnesota Timberwolves,103,104
2026-01-11,7:00p,Miami Heat,Oklahoma City Thunder,112,124
2026-01-11,8:00p,Milwaukee Bucks,Denver Nuggets,104,108
2026-01-11,8:00p,Washington Wizards,Phoenix Suns,93,112
2026-01-11,8:30p,Atlanta Hawks,Golden State Warriors,124,111
2026-01-11,9:00p,Houston Rockets,Sacramento Kings,98,111
2026-01-12,7:00p,Utah Jazz,Cleveland Cavaliers,123,112
2026-01-12,7:30p,Boston Celtics,Indiana Pacers,96,98
2026-01-12,7:30p,Philadelphia 76ers,Toronto Raptors,115,102
2026-01-12,8:30p,Brooklyn Nets,Dallas Mavericks,105,113
2026-01-12,10:00p,Los Angeles Lakers,Sacramento Kings,112,124
2026-01-12,10:30p,Charlotte Hornets,Los Angeles Clippers,109,117
2026-01-13,7:30p,Phoenix Suns,Miami Heat,121,127
2026-01-13,8:00p,Chicago Bulls,Houston Rockets,113,119
2026-01-13,8:00p,Minnesota Timberwolves,Milwaukee Bucks,139,106
2026-01-13,8:00p,Denver Nuggets,New Orleans Pelicans,122,116
2026-01-13,8:00p,San Antonio Spurs,Oklahoma City Thunder,98,119
2026-01-13,10:30p,Atlanta Hawks,Los Angeles Lakers,116,141
2026-01-13,11:00p,Portland Trail Blazers,Golden State Warriors,97,119
2026-01-14,7:00p,Toronto Raptors,Indiana Pacers,115,101
2026-01-14,7:00p,Cleveland Cavaliers,Philadelphia 76ers,133,107
2026-01-14,8:00p,Utah Jazz,Chicago Bulls,126,128
2026-01-14,8:00p,Brooklyn Nets,New Orleans Pelicans,113,116
2026-01-14,9:30p,Denver Nuggets,Dallas Mavericks,118,109
2026-01-14,10:00p,New York Knicks,Sacramento Kings,101,112
2026-01-14,10:30p,Washington Wizards,Los Angeles Clippers,105,119
2026-01-15,2:00p,Memphis Grizzlies,Orlando Magic,111,118
2026-01-15,7:00p,Phoenix Suns,Detroit Pistons,105,108
2026-01-15,7:30p,Oklahoma City Thunder,Houston Rockets,111,91
2026-01-15,7:30p,Boston Celtics,Miami Heat,119,114
2026-01-15,8:00p,Milwaukee Bucks,San Antonio Spurs,101,119
2026-01-15,8:30p,Utah Jazz,Dallas Mavericks,122,144
2026-01-15,10:00p,New York Knicks,Golden State Warriors,113,126
2026-01-15,10:00p,Atlanta Hawks,Portland Trail Blazers,101,117
2026-01-15,10:30p,Charlotte Hornets,Los Angeles Lakers,135,117
2026-01-16,7:00p,New Orleans Pelicans,Indiana Pacers,119,127
2026-01-16,7:00p,Cleveland Cavaliers,Philadelphia 76ers,117,115
2026-01-16,7:30p,Chicago Bulls,Brooklyn Nets,109,112
2026-01-16,7:30p,Los Angeles Clippers,Toronto Raptors,121,117
2026-01-16,9:30p,Minnesota Timberwolves,Houston Rockets,105,110
2026-01-16,10:00p,Washington Wizards,Sacramento Kings,115,128
2026-01-17,5:00p,Utah Jazz,Dallas Mavericks,120,138
2026-01-17,7:30p,Boston Celtics,Atlanta Hawks,132,106
2026-01-17,7:30p,Indiana Pacers,Detroit Pistons,78,121
2026-01-17,7:30p,Phoenix Suns,New York Knicks,106,99
2026-01-17,8:00p,Oklahoma City Thunder,Miami Heat,120,122
2026-01-17,8:00p,Minnesota Timberwolves,San Antonio Spurs,123,126
2026-01-17,8:30p,Charlotte Hornets,Golden State Warriors,116,136
2026-01-17,9:00p,Washington Wizards,Denver Nuggets,115,121
2026-01-17,10:00p,Los Angeles Lakers,Portland Trail Blazers,116,132
2026-01-18,12:00p,Orlando Magic,Memphis Grizzlies,109,126
2026-01-18,7:00p,Brooklyn Nets,Chicago Bulls,102,124
2026-01-18,7:00p,New Orleans Pelicans,Houston Rockets,110,119
2026-01-18,8:00p,Charlotte Hornets,Denver Nuggets,110,87
2026-01-18,9:00p,Portland Trail Blazers,Sacramento Kings,117,110
2026-01-18,9:30p,Toronto Raptors,Los Angeles Lakers,93,110
2026-01-19,1:00p,Milwaukee Bucks,Atlanta Hawks,112,110
2026-01-19,2:30p,Oklahoma City Thunder,Cleveland Cavaliers,136,104
2026-01-19,3:00p,Los Angeles Clippers,Washington Wizards,110,106
2026-01-19,5:00p,Dallas Mavericks,New York Knicks,114,97
2026-01-19,5:00p,Utah Jazz,San Antonio Spurs,110,123
2026-01-19,7:00p,Indiana Pacers,Philadelphia 76ers,104,113
2026-01-19,7:30p,Phoenix Suns,Brooklyn Nets,126,117
2026-01-19,8:00p,Boston Celtics,Detroit Pistons,103,104
2026-01-19,10:00p,Miami Heat,Golden State Warriors,112,135
2026-01-20,7:00p,Phoenix Suns,Philadelphia 76ers,116,110
2026-01-20,8:00p,Los Angeles Clippers,Chicago Bulls,110,138
2026-01-20,8:00p,San Antonio Spurs,Houston Rockets,106,111
2026-01-20,9:00p,Minnesota Timberwolves,Utah Jazz,122,127
2026-01-20,10:00p,Los Angeles Lakers,Denver Nuggets,115,107
2026-01-20,10:00p,Toronto Raptors,Golden State Warriors,145,127
2026-01-20,10:00p,Miami Heat,Sacramento Kings,130,117
2026-01-21,7:00p,Cleveland Cavaliers,Charlotte Hornets,94,87
2026-01-21,7:30p,Indiana Pacers,Boston Celtics,104,119
2026-01-21,7:30p,Brooklyn Nets,New York Knicks,66,120
2026-01-21,8:00p,Atlanta Hawks,Memphis Grizzlies,124,122
2026-01-21,8:00p,Detroit Pistons,New Orleans Pelicans,112,104
2026-01-21,9:30p,Oklahoma City Thunder,Milwaukee Bucks,122,102
2026-01-21,10:00p,Toronto Raptors,Sacramento Kings,122,109
2026-01-22,7:00p,Charlotte Hornets,Orlando Magic,124,97
2026-01-22,7:00p,Houston Rockets,Philadelphia 76ers,122,128
2026-01-22,7:00p,Denver Nuggets,Washington Wizards,107,97
2026-01-22,7:30p,Golden State Warriors,Dallas Mavericks,115,123
2026-01-22,8:00p,Chicago Bulls,Minnesota Timberwolves,120,115
2026-01-22,9:00p,San Antonio Spurs,Utah Jazz,126,109
2026-01-22,10:00p,Los Angeles Lakers,Los Angeles Clippers,104,112
2026-01-22,10:00p,Miami Heat,Portland Trail Blazers,110,127
2026-01-23,7:00p,Houston Rockets,Detroit Pistons,111,104
2026-01-23,7:30p,Phoenix Suns,Atlanta Hawks,103,110
2026-01-23,7:30p,Boston Celtics,Brooklyn Nets,130,126
2026-01-23,7:30p,Sacramento Kings,Cleveland Cavaliers,118,123
2026-01-23,8:00p,New Orleans Pelicans,Memphis Grizzlies,133,127
2026-01-23,8:00p,Indiana Pacers,Oklahoma City Thunder,117,114
2026-01-23,9:30p,Denver Nuggets,Milwaukee Bucks,102,100
2026-01-23,10:00p,Toronto Raptors,Portland Trail Blazers,110,98
2026-01-24,12:00p,Washington Wizards,Charlotte Hornets,115,119
2026-01-24,3:00p,New York Knicks,Philadelphia 76ers,112,109
2026-01-24,7:00p,Cleveland Cavaliers,Orlando Magic,119,105
2026-01-24,8:00p,Boston Celtics,Chicago Bulls,111,114
2026-01-24,8:30p,Los Angeles Lakers,Dallas Mavericks,116,110
2026-01-24,9:30p,Miami Heat,Utah Jazz,147,116
2026-01-25,3:00p,Sacramento Kings,Detroit Pistons,116,139
2026-01-25,5:30p,Golden State Warriors,Minnesota Timberwolves,111,85
2026-01-25,7:00p,Toronto Raptors,Oklahoma City Thunder,103,101
2026-01-25,7:00p,New Orleans Pelicans,San Antonio Spurs,104,95
2026-01-25,8:00p,Miami Heat,Phoenix Suns,111,102
2026-01-25,9:00p,Brooklyn Nets,Los Angeles Clippers,89,126
2026-01-26,1:30p,Indiana Pacers,Atlanta Hawks,116,132
2026-01-26,3:00p,Philadelphia 76ers,Charlotte Hornets,93,130
2026-01-26,7:00p,Orlando Magic,Cleveland Cavaliers,98,114
2026-01-26,8:00p,Portland Trail Blazers,Boston Celtics,94,102
2026-01-26,8:00p,Los Angeles Lakers,Chicago Bulls,129,118
2026-01-26,8:00p,Memphis Grizzlies,Houston Rockets,99,108
2026-01-26,9:30p,Golden State Warriors,Minnesota Timberwolves,83,108
2026-01-27,7:00p,Portland Trail Blazers,Washington Wizards,111,115
2026-01-27,7:30p,Sacramento Kings,New York Knicks,87,103
2026-01-27,8:00p,New Orleans Pelicans,Oklahoma City Thunder,95,104
2026-01-27,8:00p,Milwaukee Bucks,Philadelphia 76ers,122,139
2026-01-27,9:00p,Detroit Pistons,Denver Nuggets,109,107
2026-01-27,9:00p,Brooklyn Nets,Phoenix Suns,102,106
2026-01-27,10:00p,Los Angeles Clippers,Utah Jazz,115,103
2026-01-28,7:00p,Los Angeles Lakers,Cleveland Cavaliers,99,129
2026-01-28,7:00p,Chicago Bulls,Indiana Pacers,110,113
2026-01-28,7:30p,Atlanta Hawks,Boston Celtics,117,106
2026-01-28,7:30p,Orlando Magic,Miami Heat,133,124
2026-01-28,7:30p,New York Knicks,Toronto Raptors,119,92
2026-01-28,8:00p,Charlotte Hornets,Memphis Grizzlies,112,97
2026-01-28,8:30p,Minnesota Timberwolves,Dallas Mavericks,118,105
2026-01-28,9:00p,Golden State Warriors,Utah Jazz,140,124
2026-01-28,9:30p,San Antonio Spurs,Houston Rockets,111,99
2026-01-29,7:00p,Sacramento Kings,Philadelphia 76ers,111,113
2026-01-29,7:00p,Milwaukee Bucks,Washington Wizards,99,109
2026-01-29,8:00p,Houston Rockets,Atlanta Hawks,104,86
2026-01-29,8:00p,Miami Heat,Chicago Bulls,116,113
2026-01-29,8:30p,Charlotte Hornets,Dallas Mavericks,123,121
2026-01-29,9:00p,Brooklyn Nets,Denver Nuggets,103,107
2026-01-29,9:00p,Detroit Pistons,Phoenix Suns,96,114
2026-01-29,9:30p,Oklahoma City Thunder,Minnesota Timberwolves,111,123
2026-01-30,7:00p,Los Angeles Lakers,Washington Wizards,142,111
2026-01-30,7:30p,Sacramento Kings,Boston Celtics,93,112
2026-01-30,7:30p,Memphis Grizzlies,New Orleans Pelicans,106,114
2026-01-30,7:30p,Portland Trail Blazers,New York Knicks,97,127
2026-01-30,7:30p,Toronto Raptors,Orlando Magic,120,130
2026-01-30,9:00p,Los Angeles Clippers,Denver Nuggets,109,122
2026-01-30,9:00p,Cleveland Cavaliers,Phoenix Suns,113,126
2026-01-30,9:30p,Brooklyn Nets,Utah Jazz,109,99
2026-01-30,10:00p,Detroit Pistons,Golden State Warriors,131,124
2026-01-31,12:00p,San Antonio Spurs,Charlotte Hornets,106,111
2026-01-31,7:00p,Atlanta Hawks,Indiana Pacers,124,129
2026-01-31,7:30p,New Orleans Pelicans,Philadelphia 76ers,114,124
2026-01-31,8:00p,Minnesota Timberwolves,Memphis Grizzlies,131,114
2026-01-31,8:00p,Chicago Bulls,Miami Heat,125,118
2026-01-31,8:30p,Dallas Mavericks,Houston Rockets,107,111
2026-02-01,3:30p,Milwaukee Bucks,Boston Celtics,79,107
2026-02-01,6:00p,Brooklyn Nets,Detroit Pistons,77,130
2026-02-01,6:00p,Chicago Bulls,Miami Heat,91,134
2026-02-01,6:00p,Utah Jazz,Toronto Raptors,100,107
2026-02-01,6:00p,Sacramento Kings,Washington Wizards,112,116
2026-02-01,7:00p,Los Angeles Lakers,New York Knicks,100,112
2026-02-01,8:00p,Los Angeles Clippers,Phoenix Suns,117,93
2026-02-01,9:00p,Cleveland Cavaliers,Portland Trail Blazers,130,111
2026-02-01,9:00p,Orlando Magic,San Antonio Spurs,103,112
2026-02-01,9:30p,Oklahoma City Thunder,Denver Nuggets,121,111
2026-02-02,3:00p,New Orleans Pelicans,Charlotte Hornets,95,102
2026-02-02,7:00p,Houston Rockets,Indiana Pacers,118,114
2026-02-02,7:30p,Minnesota Timberwolves,Memphis Grizzlies,128,137
2026-02-02,10:00p,Philadelphia 76ers,Los Angeles Clippers,128,113
2026-02-03,7:00p,Denver Nuggets,Detroit Pistons,121,124
2026-02-03,7:00p,Utah Jazz,Indiana Pacers,131,122
2026-02-03,7:00p,New York Knicks,Washington Wizards,132,101
2026-02-03,7:30p,Los Angeles Lakers,Brooklyn Nets,125,109
2026-02-03,7:30p,Atlanta Hawks,Miami Heat,127,115
2026-02-03,8:00p,Boston Celtics,Dallas Mavericks,110,100
2026-02-03,8:00p,Chicago Bulls,Milwaukee Bucks,115,131
2026-02-03,8:00p,Orlando Magic,Oklahoma City Thunder,92,128
2026-02-03,10:00p,Philadelphia 76ers,Golden State Warriors,113,94
2026-02-03,11:00p,Phoenix Suns,Portland Trail Blazers,130,125
2026-02-04,7:00p,Denver Nuggets,New York Knicks,127,134
2026-02-04,7:30p,Minnesota Timberwolves,Toronto Raptors,128,126
2026-02-04,8:00p,Boston Celtics,Houston Rockets,114,93
2026-02-04,8:00p,New Orleans Pelicans,Milwaukee Bucks,137,141
2026-02-04,9:30p,Oklahoma City Thunder,San Antonio Spurs,106,116
2026-02-04,10:00p,Memphis Grizzlies,Sacramento Kings,129,125
2026-02-04,10:30p,Cleveland Cavaliers,Los Angeles Clippers,124,91
2026-02-05,7:00p,Washington Wizards,Detroit Pistons,126,117
2026-02-05,7:00p,Brooklyn Nets,Orlando Magic,98,118
2026-02-05,7:30p,Utah Jazz,Atlanta Hawks,119,121
2026-02-05,7:30p,Chicago Bulls,Toronto Raptors,107,123
